ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(3.82317e+06)","Runtime Improvement""""(541169)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
290,14.16,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.52,3.57,7.70,33,"    7,    8,    1","  256,    1,    1"
291,5.79,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.58,47.35,44.94,33,"    1,    8,  256","  256,    1,    1"
292,18.52,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.77,4.59,21.52,45.17,122,"    8,    4,    2","  128,    1,    1"
293,6.63,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.74,0.31,3.02,8.65,20,"  256,    1,    1","   64,    1,    1"
294,8.15,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.25,1.32,8.29,18,"   98,    1,    1","  128,    1,    1"
295,17.89,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.25,2.37,17.77,36.50,96,"   64,    1,    1","  128,    1,    1"
296,6.15,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.35,10.36,27.98,20," 1024,    1,    1","   64,    1,    1"
297,9.26,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.46,2.46,44.47,22,"  392,    1,    1","  128,    1,    1"
298,8.11,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.06,0.33,4.10,30.93,18,"  392,    1,    1","  128,    1,    1"
299,22.60,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.93,13.36,21.84,148,"    8,    1,    5","  128,    1,    1"
300,7.82,splitKreduce_kernel,..splitKreduce_kernel..,4.64,0.36,9.18,30.48,44,"    7,   16,    1","   32,   16,    1"
301,6.55,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.31,3.03,7.63,20,"  256,    1,    1","   64,    1,    1"
302,8.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.24,1.27,8.92,18,"   98,    1,    1","  128,    1,    1"
303,13.65,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.52,3.46,7.49,33,"    7,    8,    1","  256,    1,    1"
304,7.06,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.71,48.20,47.20,33,"    1,    8,  256","  256,    1,    1"
305,18.70,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.67,4.61,21.45,45.38,122,"    8,    4,    2","  128,    1,    1"
306,6.65,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.31,3.06,7.25,20,"  256,    1,    1","   64,    1,    1"
307,5.85,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.17,1.29,9.02,18,"   98,    1,    1","  128,    1,    1"
308,18.36,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.02,2.39,18.27,37.10,96,"   64,    1,    1","  128,    1,    1"
309,5.44,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.41,0.29,9.58,25.64,20," 1024,    1,    1","   64,    1,    1"
310,5.52,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.83,0.27,2.27,43.49,22,"  392,    1,    1","  128,    1,    1"
311,7.38,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.19,0.31,3.64,31.46,18,"  392,    1,    1","  128,    1,    1"
312,22.79,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.41,3.97,13.50,21.85,148,"    8,    1,    5","  128,    1,    1"
313,6.99,splitKreduce_kernel,..splitKreduce_kernel..,4.58,0.32,9.74,27.66,44,"    7,   16,    1","   32,   16,    1"
314,7.33,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.33,3.07,8.74,20,"  256,    1,    1","   64,    1,    1"
315,7.08,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.21,1.33,8.11,18,"   98,    1,    1","  128,    1,    1"
316,14.35,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.53,3.49,7.60,33,"    7,    8,    1","  256,    1,    1"
317,6.64,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.67,47.34,47.54,33,"    1,    8,  256","  256,    1,    1"
318,18.26,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.48,21.42,45.68,122,"    8,    4,    2","  128,    1,    1"
319,7.81,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.36,3.07,8.67,20,"  256,    1,    1","   64,    1,    1"
320,7.82,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.23,1.32,8.61,18,"   98,    1,    1","  128,    1,    1"
321,18.42,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.09,2.41,17.97,36.94,96,"   64,    1,    1","  128,    1,    1"
322,6.96,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.39,10.03,28.16,20," 1024,    1,    1","   64,    1,    1"
323,5.83,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.86,0.28,2.52,45.36,22,"  392,    1,    1","  128,    1,    1"
324,7.84,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.31,4.00,32.03,18,"  392,    1,    1","  128,    1,    1"
325,22.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.15,3.89,13.58,22.17,148,"    8,    1,    5","  128,    1,    1"
326,7.28,splitKreduce_kernel,..splitKreduce_kernel..,4.70,0.34,9.42,30.09,44,"    7,   16,    1","   32,   16,    1"
327,7.50,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.34,3.05,7.61,20,"  256,    1,    1","   64,    1,    1"
328,8.57,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.25,0.95,9.06,18,"   98,    1,    1","  128,    1,    1"
329,14.78,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.54,3.60,7.65,33,"    7,    8,    1","  256,    1,    1"
330,7.06,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.71,47.80,43.97,33,"    1,    8,  256","  256,    1,    1"
331,18.66,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.70,4.61,21.52,45.29,122,"    8,    4,    2","  128,    1,    1"
332,6.97,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.32,2.99,7.09,20,"  256,    1,    1","   64,    1,    1"
333,6.80,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.20,1.33,9.36,18,"   98,    1,    1","  128,    1,    1"
334,18.10,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.12,2.37,18.12,36.77,96,"   64,    1,    1","  128,    1,    1"
335,5.92,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.34,9.33,28.50,20," 1024,    1,    1","   64,    1,    1"
336,5.65,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.90,0.28,2.50,44.91,22,"  392,    1,    1","  128,    1,    1"
337,7.64,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.31,3.96,31.86,18,"  392,    1,    1","  128,    1,    1"
338,22.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.18,3.88,13.53,22.15,148,"    8,    1,    5","  128,    1,    1"
339,6.38,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.30,9.75,26.07,44,"    7,   16,    1","   32,   16,    1"
340,5.93,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.28,3.06,8.27,20,"  256,    1,    1","   64,    1,    1"
341,6.34,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.19,1.32,8.15,18,"   98,    1,    1","  128,    1,    1"
342,14.58,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.54,3.58,7.64,33,"    7,    8,    1","  256,    1,    1"
343,6.52,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.21,0.67,47.99,47.36,33,"    1,    8,  256","  256,    1,    1"
344,18.26,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.48,4.47,21.44,45.72,122,"    8,    4,    2","  128,    1,    1"
345,6.77,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.31,3.07,8.39,20,"  256,    1,    1","   64,    1,    1"
346,8.74,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.26,1.29,8.57,18,"   98,    1,    1","  128,    1,    1"
347,18.28,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.06,2.39,17.93,36.99,96,"   64,    1,    1","  128,    1,    1"
348,6.97,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.47,0.38,10.32,28.24,20," 1024,    1,    1","   64,    1,    1"
349,6.30,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.32,2.29,42.91,22,"  392,    1,    1","  128,    1,    1"
350,11.23,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.46,3.92,31.73,18,"  392,    1,    1","  128,    1,    1"
351,22.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.22,3.89,13.53,22.07,148,"    8,    1,    5","  128,    1,    1"
352,7.74,splitKreduce_kernel,..splitKreduce_kernel..,4.80,0.37,9.33,29.31,44,"    7,   16,    1","   32,   16,    1"
353,6.39,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.51,0.29,3.06,7.65,20,"  256,    1,    1","   64,    1,    1"
354,9.17,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.27,1.32,8.14,18,"   98,    1,    1","  128,    1,    1"
355,13.98,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.51,3.53,7.70,33,"    7,    8,    1","  256,    1,    1"
356,7.84,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.79,48.21,48.74,33,"    1,    8,  256","  256,    1,    1"
357,17.84,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.51,4.37,21.29,45.65,122,"    8,    4,    2","  128,    1,    1"
358,8.19,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.37,2.90,7.20,20,"  256,    1,    1","   64,    1,    1"
359,5.63,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.16,1.32,9.19,18,"   98,    1,    1","  128,    1,    1"
360,18.51,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.02,2.41,18.10,37.11,96,"   64,    1,    1","  128,    1,    1"
361,6.74,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.41,0.36,10.30,29.28,20," 1024,    1,    1","   64,    1,    1"
362,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.86,0.00,2.33,44.22,22,"  392,    1,    1","  128,    1,    1"
363,6.41,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.26,3.61,31.35,18,"  392,    1,    1","  128,    1,    1"
364,22.37,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.25,3.86,13.34,22.04,148,"    8,    1,    5","  128,    1,    1"
365,5.30,splitKreduce_kernel,..splitKreduce_kernel..,4.67,0.25,9.22,28.42,44,"    7,   16,    1","   32,   16,    1"
366,6.48,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.54,0.29,3.05,8.45,20,"  256,    1,    1","   64,    1,    1"
367,5.84,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.17,1.32,8.19,18,"   98,    1,    1","  128,    1,    1"
368,14.35,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.65,0.52,3.58,7.76,33,"    7,    8,    1","  256,    1,    1"
369,6.66,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.21,0.68,48.03,47.54,33,"    1,    8,  256","  256,    1,    1"
370,18.50,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.64,4.56,21.43,45.45,122,"    8,    4,    2","  128,    1,    1"
371,6.23,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.29,2.85,8.36,20,"  256,    1,    1","   64,    1,    1"
372,8.65,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.25,1.31,8.11,18,"   98,    1,    1","  128,    1,    1"
373,18.12,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.47,2.44,17.81,35.83,96,"   64,    1,    1","  128,    1,    1"
374,6.19,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.34,10.34,27.64,20," 1024,    1,    1","   64,    1,    1"
375,9.70,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.96,0.48,2.50,40.96,22,"  392,    1,    1","  128,    1,    1"
376,7.55,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.31,3.83,31.27,18,"  392,    1,    1","  128,    1,    1"
377,22.66,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.40,21.97,148,"    8,    1,    5","  128,    1,    1"
378,6.33,splitKreduce_kernel,..splitKreduce_kernel..,4.74,0.30,9.60,28.39,44,"    7,   16,    1","   32,   16,    1"
379,7.16,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.33,3.08,7.21,20,"  256,    1,    1","   64,    1,    1"
380,8.31,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.25,1.28,8.87,18,"   98,    1,    1","  128,    1,    1"
381,14.51,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.87,0.56,3.57,7.28,33,"    7,    8,    1","  256,    1,    1"
382,6.22,nchwToNhwcKernel,..nchw2nhwc_params_t..,9.98,0.62,46.05,45.07,33,"    1,    8,  256","  256,    1,    1"
383,18.41,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.32,4.48,21.46,46.05,122,"    8,    4,    2","  128,    1,    1"
384,6.38,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.51,0.29,3.06,7.44,20,"  256,    1,    1","   64,    1,    1"
385,5.96,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.17,1.30,8.19,18,"   98,    1,    1","  128,    1,    1"
386,17.62,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.18,2.32,17.67,37.42,96,"   64,    1,    1","  128,    1,    1"
387,6.45,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.47,0.35,10.38,28.61,20," 1024,    1,    1","   64,    1,    1"
388,5.66,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.93,0.28,2.50,44.04,22,"  392,    1,    1","  128,    1,    1"
389,9.07,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.22,0.38,4.05,30.65,18,"  392,    1,    1","  128,    1,    1"
390,17.18,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,19.42,3.34,24.24,38.80,136,"   16,    1,    4","  128,    1,    1"
391,8.17,splitKreduce_kernel,..splitKreduce_kernel..,5.54,0.45,13.74,42.34,44,"    7,   32,    1","   32,   16,    1"
392,7.76,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.06,0.39,5.88,16.02,20,"  512,    1,    1","   64,    1,    1"
393,6.23,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.20,0.20,2.38,16.26,18,"  196,    1,    1","  128,    1,    1"
394,12.02,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.22,0.51,6.77,13.45,33,"    7,   16,    1","  256,    1,    1"
395,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.47,0.00,58.48,68.73,33,"    1,   16,  512","  256,    1,    1"
396,23.61,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.22,7.61,18.20,42.45,122,"   16,    1,    3","  128,    1,    1"
397,6.66,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.68,0.25,4.50,5.20,20,"  512,    1,    1","   64,    1,    1"
398,12.53,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.36,0.68,4.76,18,"   49,    1,    1","  128,    1,    1"
399,22.30,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,22.91,5.11,13.49,30.01,90,"   32,    1,    1","  128,    1,    1"
400,7.42,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.22,0.39,11.20,16.25,20," 2048,    1,    1","   64,    1,    1"
401,5.49,kern_precompute_indices,..kern_precompute_indices..,3.20,0.18,3.75,1.47,16," 1024,    1,    1","    1,    1,    1"
402,17.47,precomputed_convolve_sgemm,..precomputed_convolve_sgemm..,72.70,12.70,30.94,36.48,64,"    2,   64,    1","    8,    8,    1"
403,6.31,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.34,0.34,10.76,14.33,20," 2048,    1,    1","   64,    1,    1"
404,9.44,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.68,0.35,1.54,30.10,22,"  196,    1,    1","  128,    1,    1"
405,7.21,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.30,0.24,2.30,19.28,18,"  196,    1,    1","  128,    1,    1"
406,22.77,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.22,3.92,15.23,42.35,152,"    4,    1,   11","  128,    1,    1"
407,13.99,splitKreduce_kernel,..splitKreduce_kernel..,5.02,0.70,6.59,28.34,44,"    2,   32,    1","   32,   16,    1"
408,7.46,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.71,0.28,4.51,5.60,20,"  512,    1,    1","   64,    1,    1"
409,11.77,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.75,0.32,0.69,4.90,18,"   49,    1,    1","  128,    1,    1"
410,12.16,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.45,1.88,4.63,33,"    2,   16,    1","  256,    1,    1"
411,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.28,0.00,59.15,68.84,33,"    1,   16,  512","  256,    1,    1"
412,23.66,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.35,7.65,18.16,41.56,122,"   16,    1,    3","  128,    1,    1"
413,8.63,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.71,0.32,4.49,5.72,20,"  512,    1,    1","   64,    1,    1"
414,12.92,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.37,0.70,4.79,18,"   49,    1,    1","  128,    1,    1"
415,22.18,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,22.98,5.10,13.47,31.24,90,"   32,    1,    1","  128,    1,    1"
416,9.86,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.18,0.51,10.59,15.76,20," 2048,    1,    1","   64,    1,    1"
417,8.41,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.65,0.31,1.58,25.84,22,"  196,    1,    1","  128,    1,    1"
418,8.79,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.14,0.28,2.25,15.98,18,"  196,    1,    1","  128,    1,    1"
419,22.91,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.25,3.95,15.32,42.40,152,"    4,    1,   11","  128,    1,    1"
420,12.28,splitKreduce_kernel,..splitKreduce_kernel..,4.93,0.61,6.24,28.77,44,"    2,   32,    1","   32,   16,    1"
421,7.79,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.68,0.29,4.53,5.00,20,"  512,    1,    1","   64,    1,    1"
422,11.17,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.78,0.31,0.69,4.95,18,"   49,    1,    1","  128,    1,    1"
423,12.05,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.45,1.88,4.65,33,"    2,   16,    1","  256,    1,    1"
424,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.73,0.00,59.97,68.01,33,"    1,   16,  512","  256,    1,    1"
425,23.60,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.35,7.64,18.15,41.52,122,"   16,    1,    3","  128,    1,    1"
426,7.30,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.74,0.27,4.52,5.73,20,"  512,    1,    1","   64,    1,    1"
427,11.48,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.78,0.32,0.69,4.87,18,"   49,    1,    1","  128,    1,    1"
428,22.07,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,22.94,5.06,13.46,30.91,90,"   32,    1,    1","  128,    1,    1"
429,5.20,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.25,0.27,10.77,18.00,20," 2048,    1,    1","   64,    1,    1"
430,7.25,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.87,0.28,1.49,28.24,22,"  196,    1,    1","  128,    1,    1"
431,7.60,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.23,0.25,2.32,19.92,18,"  196,    1,    1","  128,    1,    1"
432,0.00,reduce_kernel,..reduce_kernel..ReduceOp..,5.70,0.00,15.66,9.14,32,"  128,    1,    1","   32,   16,    1"
433,10.03,kernel,..cublasGemvTensorStridedBatched..,19.62,1.97,20.04,48.31,159,"  250,    1,    3","   32,    4,    1"
434,12.63,splitKreduce_kernel,..splitKreduce_kernel..,3.33,0.42,5.86,4.90,44,"    1,   63,    1","   32,   16,    1"
435,9.61,globalKernel,..cublasLtEpilogue_t..,3.17,0.30,3.39,1.88,26,"  125,    1,    1","    8,   32,    1"
