ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(5.60035e+06)","Runtime Improvement""""(799453)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
130,21.73,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,22.66,4.92,18.71,46.30,122,"    4,   13,    1","  128,    1,    1"
131,8.48,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.06,0.43,5.17,14.17,20,"  128,    1,    1","  256,    1,    1"
132,8.86,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.30,0.29,2.35,15.83,18,"  196,    1,    1","  128,    1,    1"
133,20.44,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,12.86,2.63,16.11,25.63,136,"   64,    1,    1","  128,    1,    1"
134,14.41,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,7.97,1.15,11.95,40.53,20,"  512,    1,    1","  256,    1,    1"
135,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,7.65,0.00,2.88,63.11,22,"  784,    1,    1","  128,    1,    1"
136,0.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,6.11,0.00,6.17,50.03,18,"  784,    1,    1","  128,    1,    1"
137,22.06,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,19.36,4.27,19.59,35.04,96,"   32,    2,    1","  128,    1,    1"
138,5.81,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.73,0.33,9.18,26.98,20,"  256,    1,    1","  256,    1,    1"
139,8.07,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.32,3.93,33.79,18,"  392,    1,    1","  128,    1,    1"
140,12.54,nchwToNhwcKernel,..nchw2nhwc_params_t..,4.61,0.58,10.61,27.75,33,"   25,    8,    1","  256,    1,    1"
141,6.32,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.08,0.64,47.58,46.30,33,"    1,    8,  256","  256,    1,    1"
142,18.84,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,25.34,4.78,21.17,45.36,122,"    8,    4,    2","  128,    1,    1"
143,8.44,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.77,0.40,2.96,7.82,20,"  256,    1,    1","   64,    1,    1"
144,6.61,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.20,1.27,10.68,18,"   98,    1,    1","  128,    1,    1"
145,18.30,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.63,2.50,17.33,35.40,96,"   64,    1,    1","  128,    1,    1"
146,6.90,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.38,9.27,29.41,20," 1024,    1,    1","   64,    1,    1"
147,0.00,kern_precompute_indices,..kern_precompute_indices..,2.91,0.00,2.18,1.34,16,"  512,    1,    1","    1,    1,    1"
148,6.40,precomputed_convolve_sgemm,..precomputed_convolve_sgemm..,41.89,2.68,45.99,54.56,64,"    7,   32,    1","    8,    8,    1"
149,5.54,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.28,0.29,9.18,27.39,20," 1024,    1,    1","   64,    1,    1"
150,5.98,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.30,2.38,44.73,22,"  392,    1,    1","  128,    1,    1"
151,6.88,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.29,3.80,31.96,18,"  392,    1,    1","  128,    1,    1"
152,22.67,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.38,3.94,13.44,21.88,148,"    8,    1,    5","  128,    1,    1"
153,7.52,splitKreduce_kernel,..splitKreduce_kernel..,4.80,0.36,9.05,27.96,44,"    7,   16,    1","   32,   16,    1"
154,9.05,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.42,2.80,10.36,20,"  256,    1,    1","   64,    1,    1"
155,7.83,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.10,0.24,1.25,9.34,18,"   98,    1,    1","  128,    1,    1"
156,13.65,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.51,3.44,7.54,33,"    7,    8,    1","  256,    1,    1"
157,6.22,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.27,0.64,47.23,46.89,33,"    1,    8,  256","  256,    1,    1"
158,18.31,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.58,4.50,21.42,45.54,122,"    8,    4,    2","  128,    1,    1"
159,7.01,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.32,2.87,8.03,20,"  256,    1,    1","   64,    1,    1"
160,8.92,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.27,1.29,9.54,18,"   98,    1,    1","  128,    1,    1"
161,18.85,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.34,2.51,17.68,36.18,96,"   64,    1,    1","  128,    1,    1"
162,8.21,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.34,0.44,9.78,25.84,20," 1024,    1,    1","   64,    1,    1"
163,6.28,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.90,0.31,2.47,44.11,22,"  392,    1,    1","  128,    1,    1"
164,8.23,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.87,0.32,4.04,29.18,18,"  392,    1,    1","  128,    1,    1"
165,22.65,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.50,3.96,13.52,21.74,148,"    8,    1,    5","  128,    1,    1"
166,7.95,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.38,9.63,30.76,44,"    7,   16,    1","   32,   16,    1"
167,6.50,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.31,3.03,9.10,20,"  256,    1,    1","   64,    1,    1"
168,9.40,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.28,1.29,10.01,18,"   98,    1,    1","  128,    1,    1"
169,14.86,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.55,3.50,7.70,33,"    7,    8,    1","  256,    1,    1"
170,7.54,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.76,47.20,45.04,33,"    1,    8,  256","  256,    1,    1"
171,18.33,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.26,4.45,21.52,46.09,122,"    8,    4,    2","  128,    1,    1"
172,8.25,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.39,2.93,7.83,20,"  256,    1,    1","   64,    1,    1"
173,6.76,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.21,1.26,9.49,18,"   98,    1,    1","  128,    1,    1"
174,18.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.44,2.50,17.58,35.98,96,"   64,    1,    1","  128,    1,    1"
175,8.60,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.48,10.04,29.90,20," 1024,    1,    1","   64,    1,    1"
176,5.92,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.09,0.30,2.23,43.47,22,"  392,    1,    1","  128,    1,    1"
177,6.30,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.16,0.26,3.73,30.94,18,"  392,    1,    1","  128,    1,    1"
178,22.52,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.25,3.88,13.40,22.04,148,"    8,    1,    5","  128,    1,    1"
179,7.00,splitKreduce_kernel,..splitKreduce_kernel..,4.93,0.34,9.59,29.11,44,"    7,   16,    1","   32,   16,    1"
180,8.26,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.39,2.96,8.91,20,"  256,    1,    1","   64,    1,    1"
181,6.82,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.21,1.23,9.60,18,"   98,    1,    1","  128,    1,    1"
182,14.40,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.81,0.55,3.48,7.44,33,"    7,    8,    1","  256,    1,    1"
183,6.68,nchwToNhwcKernel,..nchw2nhwc_params_t..,9.92,0.66,45.15,48.55,33,"    1,    8,  256","  256,    1,    1"
184,17.93,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.26,4.35,21.06,46.14,122,"    8,    4,    2","  128,    1,    1"
185,6.96,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.32,3.01,7.52,20,"  256,    1,    1","   64,    1,    1"
186,9.04,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.27,1.28,10.13,18,"   98,    1,    1","  128,    1,    1"
187,18.44,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.50,2.49,17.61,35.78,96,"   64,    1,    1","  128,    1,    1"
188,5.26,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.60,0.29,10.24,29.17,20," 1024,    1,    1","   64,    1,    1"
189,6.78,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.35,2.44,42.82,22,"  392,    1,    1","  128,    1,    1"
190,6.92,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.13,0.29,3.73,30.38,18,"  392,    1,    1","  128,    1,    1"
191,22.44,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.15,3.85,13.38,22.73,148,"    8,    1,    5","  128,    1,    1"
192,8.41,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.41,9.35,29.61,44,"    7,   16,    1","   32,   16,    1"
193,6.17,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.29,2.86,8.69,20,"  256,    1,    1","   64,    1,    1"
194,9.29,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.91,0.27,1.23,9.86,18,"   98,    1,    1","  128,    1,    1"
195,13.88,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.68,0.51,3.52,7.62,33,"    7,    8,    1","  256,    1,    1"
196,6.30,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.21,0.64,47.51,46.42,33,"    1,    8,  256","  256,    1,    1"
197,18.17,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.58,4.47,21.37,45.55,122,"    8,    4,    2","  128,    1,    1"
198,8.46,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.39,2.86,7.65,20,"  256,    1,    1","   64,    1,    1"
199,7.05,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.01,0.21,1.25,10.61,18,"   98,    1,    1","  128,    1,    1"
200,18.41,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.31,2.45,17.51,36.23,96,"   64,    1,    1","  128,    1,    1"
201,8.62,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.70,0.49,9.34,28.26,20," 1024,    1,    1","   64,    1,    1"
202,6.31,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.99,0.31,2.43,44.92,22,"  392,    1,    1","  128,    1,    1"
203,6.60,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.26,0.28,3.55,29.93,18,"  392,    1,    1","  128,    1,    1"
204,22.61,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.34,3.92,13.35,21.92,148,"    8,    1,    5","  128,    1,    1"
205,7.00,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.34,9.11,30.28,44,"    7,   16,    1","   32,   16,    1"
206,10.61,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.50,2.81,8.87,20,"  256,    1,    1","   64,    1,    1"
207,6.96,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.21,1.20,10.63,18,"   98,    1,    1","  128,    1,    1"
208,14.03,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.53,3.48,7.46,33,"    7,    8,    1","  256,    1,    1"
209,6.93,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.11,0.70,47.07,47.71,33,"    1,    8,  256","  256,    1,    1"
210,18.26,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.61,4.49,21.40,45.47,122,"    8,    4,    2","  128,    1,    1"
211,8.07,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.37,2.91,8.94,20,"  256,    1,    1","   64,    1,    1"
212,8.93,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.26,1.29,9.82,18,"   98,    1,    1","  128,    1,    1"
213,18.28,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.31,2.43,17.59,36.36,96,"   64,    1,    1","  128,    1,    1"
214,5.21,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.44,0.28,10.22,24.87,20," 1024,    1,    1","   64,    1,    1"
215,7.42,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.38,2.39,42.88,22,"  392,    1,    1","  128,    1,    1"
216,8.02,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.81,0.31,3.99,32.70,18,"  392,    1,    1","  128,    1,    1"
217,22.67,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.38,3.94,13.46,21.86,148,"    8,    1,    5","  128,    1,    1"
218,7.10,splitKreduce_kernel,..splitKreduce_kernel..,4.86,0.35,9.70,30.13,44,"    7,   16,    1","   32,   16,    1"
219,6.42,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.30,3.02,7.43,20,"  256,    1,    1","   64,    1,    1"
220,9.84,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.94,0.29,1.27,9.82,18,"   98,    1,    1","  128,    1,    1"
221,14.45,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.54,3.54,7.55,33,"    7,    8,    1","  256,    1,    1"
222,6.68,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.68,47.90,44.83,33,"    1,    8,  256","  256,    1,    1"
223,30.75,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.35,7.49,21.41,46.00,122,"    8,    4,    2","  128,    1,    1"
224,8.48,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.70,0.40,2.87,9.05,20,"  256,    1,    1","   64,    1,    1"
225,6.40,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.19,1.26,10.40,18,"   98,    1,    1","  128,    1,    1"
226,18.57,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.50,2.51,17.53,35.69,96,"   64,    1,    1","  128,    1,    1"
227,6.07,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.41,0.33,9.25,25.90,20," 1024,    1,    1","   64,    1,    1"
228,8.02,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.41,2.42,43.25,22,"  392,    1,    1","  128,    1,    1"
229,5.75,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.19,0.24,3.59,30.65,18,"  392,    1,    1","  128,    1,    1"
230,22.53,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.28,3.89,13.35,22.01,148,"    8,    1,    5","  128,    1,    1"
231,7.03,splitKreduce_kernel,..splitKreduce_kernel..,4.90,0.34,9.38,29.98,44,"    7,   16,    1","   32,   16,    1"
232,7.87,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.61,0.36,2.81,8.82,20,"  256,    1,    1","   64,    1,    1"
233,6.67,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.20,1.25,9.37,18,"   98,    1,    1","  128,    1,    1"
234,14.01,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.74,0.52,3.47,7.55,33,"    7,    8,    1","  256,    1,    1"
235,6.13,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.18,0.62,45.27,46.59,33,"    1,    8,  256","  256,    1,    1"
236,18.35,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.58,4.51,21.55,45.52,122,"    8,    4,    2","  128,    1,    1"
237,7.73,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.58,0.35,3.00,7.60,20,"  256,    1,    1","   64,    1,    1"
238,9.24,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.28,1.28,9.56,18,"   98,    1,    1","  128,    1,    1"
239,18.77,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.28,2.49,17.75,36.32,96,"   64,    1,    1","  128,    1,    1"
240,5.73,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.57,0.32,10.31,28.67,20," 1024,    1,    1","   64,    1,    1"
241,5.82,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.12,0.30,2.18,42.30,22,"  392,    1,    1","  128,    1,    1"
242,7.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,4,0.28,4.01,32.97,18,"  392,    1,    1","  128,    1,    1"
243,22.49,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.38,3.91,13.41,21.87,148,"    8,    1,    5","  128,    1,    1"
244,6.25,splitKreduce_kernel,..splitKreduce_kernel..,4.77,0.30,8.85,29.33,44,"    7,   16,    1","   32,   16,    1"
245,7.81,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.36,3.01,8.29,20,"  256,    1,    1","   64,    1,    1"
246,9.00,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.07,0.28,1.31,10.44,18,"   98,    1,    1","  128,    1,    1"
247,14.03,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.87,0.54,3.53,7.33,33,"    7,    8,    1","  256,    1,    1"
248,6.48,nchwToNhwcKernel,..nchw2nhwc_params_t..,10.05,0.65,47.59,48.14,33,"    1,    8,  256","  256,    1,    1"
249,18.30,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,24.54,4.49,21.34,45.61,122,"    8,    4,    2","  128,    1,    1"
250,8.86,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.64,0.41,2.81,8.94,20,"  256,    1,    1","   64,    1,    1"
251,7.29,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.98,0.22,1.27,9.45,18,"   98,    1,    1","  128,    1,    1"
252,18.74,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_32x6_nn_align4..,13.38,2.51,17.75,36.13,96,"   64,    1,    1","  128,    1,    1"
253,7.24,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.54,0.40,10.02,30.70,20," 1024,    1,    1","   64,    1,    1"
254,5.19,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,5.15,0.27,2.38,42.94,22,"  392,    1,    1","  128,    1,    1"
255,7.61,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.03,0.31,3.84,28.58,18,"  392,    1,    1","  128,    1,    1"
256,22.64,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4..,17.31,3.92,13.49,21.94,148,"    8,    1,    5","  128,    1,    1"
257,7.65,splitKreduce_kernel,..splitKreduce_kernel..,4.70,0.36,8.81,28.38,44,"    7,   16,    1","   32,   16,    1"
258,8.24,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.67,0.39,2.88,9.09,20,"  256,    1,    1","   64,    1,    1"
259,6.66,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.04,0.20,1.20,10.35,18,"   98,    1,    1","  128,    1,    1"
